algorithm,model_variant,population,feature_set,transformed_feature,coefficient,absolute_coefficient_rank,selection_reason
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5406,1.7168593348354935,65,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5412,-0.09028011218818904,1408,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5420,-0.420251140564891,873,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5429,3.1990805313035393,5,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5438,1.1940481762820618,208,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5439,-0.541767359326539,727,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5446,-0.3995036899509403,901,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5453,0.5214464251298353,747,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5459,-0.4569528587714238,829,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5465,0.6000345169506125,645,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5470,-0.3529738072915904,969,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5478,-0.6994379055667614,540,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5488,0.1304788684962343,1322,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5492,0.07368611060974378,1432,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5498,-0.22553638833702486,1170,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5503,0.1041999837779482,1388,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5514,-0.13453689040583003,1315,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5522,-0.999624854934173,313,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5523,-0.20344068024399228,1202,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5525,-0.5140478561051273,752,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5533,-0.39319996119269834,909,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5540,0.035714171562303554,1488,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5548,-0.1904804593486112,1224,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5552,0.9721188987505667,330,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5555,0.2291088971398611,1160,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5565,-0.5983733301020228,648,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5568,-0.09564636035731965,1401,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5573,0.35759272088953925,961,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5574,0.909795555688244,380,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5576,0.8021223887907386,453,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5585,0.2933270485446486,1059,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5586,0.8360226133906117,423,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5589,0.4593610528760383,825,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5597,0.9211941108686235,374,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5598,1.2173115674992216,192,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5600,-0.9311645790190556,362,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5605,0.42835749559460645,863,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5611,-0.4072737503461959,888,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5616,1.1204500673017175,240,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5621,-0.4017126234238025,896,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5635,-0.4813255457046966,799,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5636,0.05952051629922779,1452,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5639,0.05554416727773279,1457,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5642,-0.06194378208088852,1448,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5649,-0.2650220076154983,1102,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5653,-0.5075431784778136,768,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5658,-0.6972509622427477,542,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5663,-0.1429279860621335,1300,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5667,-0.8241500713352198,434,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5671,-0.22625123601413696,1166,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5721,0.35327138206805514,968,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5732,0.21181282224100814,1190,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5740,-0.8736802445819343,403,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5745,0.9505735157338693,345,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5756,-0.3919271902185278,911,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5761,0.18373906106834226,1235,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5825,-0.33828957094077283,993,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5846,0.12851973432472416,1325,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5847,-0.45823691962980967,827,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5849,-0.6975999910143975,541,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5854,0.5880712589026381,666,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5858,-0.1150198357887054,1365,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5864,-0.550376724203972,712,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5873,0.46742939532930716,811,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5877,-0.21183772290716688,1189,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5880,0.1407864732950354,1307,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5884,0.16201168024288937,1266,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5890,0.3511950344858503,972,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5900,-0.11795662599909355,1359,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5910,-0.7140759403379896,528,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5911,-0.5082079902214726,765,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5914,0.7804768067050029,473,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5918,-0.6393954793050531,606,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5922,-0.24588987843323437,1132,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5937,-0.6233534203319735,621,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5943,1.4446536592761665,122,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5977,0.5217495275834096,746,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_5992,0.42863331809656346,862,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6000,0.42215429895622447,869,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6010,0.2586716486119758,1109,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6021,0.069261309313965,1443,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6033,-1.1479390341816542,228,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6037,1.3358858168598142,149,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6042,0.1229764465029508,1339,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6065,-0.19293049370012064,1219,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6089,0.7692683979364904,482,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6096,0.9509548401720384,344,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6099,-0.7854452592800018,467,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6113,-0.2548444271974981,1114,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6117,-0.023134007004973742,1513,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6139,-0.01941276572299656,1519,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6153,0.20057124532082624,1208,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6158,-0.3081169904693247,1035,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6162,0.6550534753730604,591,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6166,0.13467592294389893,1314,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6172,0.747154782471792,502,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6176,0.1920145596850194,1221,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6219,-0.10906767037574203,1375,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6229,0.2080728361750692,1194,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6233,0.07865218319342009,1427,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6245,0.15461505547918242,1272,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6248,0.7098427226881275,534,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6264,1.0267503389501036,289,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6274,-0.2348270524701548,1152,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6280,0.30916072760924396,1032,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6286,-1.0704415535854521,267,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6290,-0.2862168972178303,1066,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6294,0.023217416740338486,1511,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6397,0.7974093444101908,460,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6416,-0.37935512999547155,930,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6418,0.12247666661340206,1344,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6421,-0.1010969283199792,1391,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6440,0.5133383484491834,757,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6442,-0.49699126877904837,779,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6444,-0.504143363443565,775,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6462,-0.8400293476103757,419,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6491,-0.15091430549790272,1281,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6518,-0.028480599330562757,1500,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6538,0.763259266620714,487,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6567,-0.3883924757374614,916,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_6703,-0.45876902689882015,826,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7211,-0.029237163392667485,1497,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7514,-0.3730246037820326,943,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7529,-0.2136703664480513,1186,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7538,1.5011600499345723,105,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7601,0.23846120636984697,1146,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7619,-0.38386248406555856,923,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7627,0.21244972030982534,1187,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7645,1.728364691260299,62,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7684,-0.32193699969977746,1015,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7754,0.04507113503916792,1471,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_7851,-0.5963639303717496,652,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_8125,-0.02708580287696805,1504,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_8177,-0.22141479376055528,1173,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_8271,1.6895631563032032,70,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id___MISSING__,-0.24383815299806588,1135,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__prefecture_id_infrequent_sklearn,0.7065875700227332,538,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_17551,0.5978365540621886,650,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_17552,0.3043891417974554,1037,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18268,0.39044132326120456,914,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18294,-0.4680431897793722,809,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18317,-1.0188572094273178,297,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18324,-0.9576680762534915,341,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18339,-0.566122139809529,686,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18341,-0.2160623042075208,1184,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18344,0.6079694371426612,640,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18366,-0.045621088597468634,1468,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18367,-0.7691085247583177,483,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18373,0.8241821213349126,433,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18388,0.4063692405515066,890,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_18540,1.562021045865256,93,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_20021,1.4740029699188886,114,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_300001,0.7689268858293835,484,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_300006,0.4184136739411186,877,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_300011,0.5451377839555978,723,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_303340,-0.5655940146211534,687,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_303342,-0.061384614438028874,1449,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_303348,0.3634626542927642,955,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_303438,0.4087886660782991,885,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4382,1.1950309158044792,207,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4383,0.09731508462313332,1394,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4384,0.9242468329240632,371,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4385,-0.6480021245286681,601,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4386,0.45277410281679487,834,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4387,0.26445569214973524,1104,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4388,-0.13395784130710126,1316,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4389,-0.21232267247503828,1188,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4390,0.03486604137695496,1491,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4391,-0.6630704839028062,580,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4395,-0.6276376572172802,616,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4396,-1.5588610403304468,94,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4397,-1.4154235989311683,127,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4398,-0.6779523229597204,564,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4401,1.288471550733022,160,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4404,-1.771240776707243,56,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4405,-0.5520555486820193,710,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4406,-1.3752576816076356,137,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4409,0.9688059193898927,334,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4410,1.0052787831022818,307,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4411,-0.7189590714455868,523,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4412,0.9493076767369436,347,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4414,1.0511053053893649,277,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4415,-0.7393325664083128,509,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4416,-0.8153257747315167,441,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4417,-0.929549410933118,364,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4418,0.16389615354947273,1262,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4419,-0.5089303608943506,763,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4420,0.1820232635881416,1238,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4422,-1.099333759703902,251,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4423,-0.4238305369501048,867,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4424,1.0667111642412563,269,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4425,-1.6403187175466165,79,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4428,0.5883348674382941,663,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4429,1.3353185845309863,150,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4432,-1.5748937453716936,91,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4433,-0.5136770861314187,755,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4436,0.5599956034549942,695,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4438,-1.1232839992214005,239,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4439,0.7099501486324454,533,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4440,-0.04949078654700302,1463,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4441,0.47145043334868714,808,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4442,0.11529638173344967,1364,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4443,-0.33889615296660097,992,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4444,0.816812483881792,439,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4445,-0.447592895282458,843,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4446,0.7489894038183188,500,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4447,-1.3403535344241364,148,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4451,0.5467447213746911,720,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4452,-0.25626399346804873,1113,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4453,-0.14983619315285276,1285,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4456,-0.6871155508349872,550,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4457,0.4255593330692333,865,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4460,-0.6522187215342595,596,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4461,-0.08058857566140006,1424,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4462,-0.5741794479217338,678,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4463,0.8317529299507358,429,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4464,0.4069630230161544,889,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4465,-0.27722830090697337,1084,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4466,-0.2095393022867633,1192,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4468,-0.4379429306918437,855,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4473,-0.020782218284172323,1516,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4477,0.5585973059293399,700,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4478,0.18083858272713974,1243,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4479,-0.25666186058152,1112,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4480,0.7215658017620662,522,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4483,0.3761617371550892,938,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4484,-1.2956593688304747,156,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4485,0.6706862127113641,572,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4488,1.2671667509971296,172,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4489,-0.4930251624350496,783,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4490,-0.18809347962629597,1231,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4491,0.9098343915074409,379,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4493,-0.02338546233978331,1509,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4496,-0.16365171181339766,1263,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4498,0.901030183195453,385,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4499,0.5944384613842766,654,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4500,1.1623955045033785,219,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4501,-0.5592863610523102,698,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4503,0.08549471713904702,1413,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4504,-0.12052866662722078,1352,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4506,-0.3315108088599316,1002,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4508,1.4705040583917144,116,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4509,0.007556447648484307,1541,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4510,-0.09706788455324737,1395,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4511,-0.5589603259708102,699,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4512,-0.380461807825463,928,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4513,-0.3797337410795307,929,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4514,0.6389529321427432,607,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4515,-0.27031691212336184,1093,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4516,0.013726637906493963,1527,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4518,-0.8023977190388145,452,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4519,-0.2675969328121348,1096,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4520,2.405724672123469,19,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4521,-0.6595549174650771,585,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4522,-0.3424318772381406,990,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4523,-0.19185570181472186,1222,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4524,0.4339416278028092,859,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4525,-0.010253341769806648,1537,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4529,0.4195031064300084,876,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4530,1.1339238009192678,233,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4532,-0.43733041130878086,856,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4533,-0.1197507594759093,1355,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4534,0.8422654223563638,418,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4535,0.9286756823659806,365,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4538,0.25047721298830355,1127,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4542,-0.8886417151333285,396,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4543,0.17852957105758593,1244,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4544,-1.016046855286351,300,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4545,0.564086611022694,691,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4546,1.2455929545701143,180,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4548,-0.8995081562340017,387,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4549,-0.5895369784336557,662,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4550,1.1134334928162577,245,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4554,-0.12319203976714906,1337,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4557,-0.03284746816141152,1493,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4560,-0.5185399334850438,749,interpretable_term
LogisticRegression,balanced,Ming,M2,categorical__county_id_4561,0.6823075443321409,560,interpretable_term
